,description,location,retweetcount,text,date,hashtags
275,"Слишком много о себе рассказать не получится,а слишком мало не хочется.",,4,"@ChristinaPykles TY for all your hard work! I truly believe she was slowly poisoning him! The Xanax warning label &amp; warning risk links from their company say the symptoms of mixing it w alcohol (within 2 hours) are: vomiting, depression, aggression, suicidal thoughts, loss of  memory &amp; fainting.",2022-04-30 16:49:42+00:00,[]
276,"Black, unapologetically. Lesbian. Prosecutor. Sports lover. Yes it is. Don't follow if fragile about racism/sexism/homophobia.
Pronouns: Don't/Belong/To You",Fighting For What's Right,0,@achizmatic @Suburbhermit99 @marie_kate2 Yawn. You still are lying about her depression to excuse her pathetic behavior. On brand. It's a year later and this man has apparently not been honored. Complete failure. She shld have been extra motivated. Instead she's MIA.,2022-04-30 16:49:45+00:00,[]
277,☮️,where da $$$ at ,389,tbh...I think our generation is too goal focused at times and that's why there's so much depression and anxiety (along with self worth issues) because we set these high goals in unbelievably short timeframes and when we even seem to be a inch off track we chastise ourselves,2022-04-30 16:49:46+00:00,[]
278,"i graduated from Sizzler Steakhouse University with really good grades. anarchist. co-host, meanest Iowa politics podcast @rockhardcaucus, she/her.","Des Moines, IA",0,@iamtaylorwebber @LauraRBelin @Brandi_Webber I’m kind of bitter because I wonder if I could have had the opportunity to enjoy pregnancy! He literally told me pre natal depression does not exist. Why are doctors like this?,2022-04-30 16:49:50+00:00,[]
279,🙎🏽‍♀️,,246,im like Batman but instead of fighting crime i fight my depression,2022-04-30 16:49:56+00:00,[]
280,21 years old. filmmaker. 16mm + super 8.  genre film/cult movie brat. physically disabled. autistic. pro art. anti NFT. ☭Ⓐ. logo by @honeydotes. (she/they/he),,0,"Y’know, I might not always think I’m a great person due to depression, but a whole bunch of people care about me and love me and I need to start giving myself credit for that. Hope everyone has a great day. Love you all.",2022-04-30 16:49:58+00:00,[]
281,“When the death of your civilization precedes you.” ~ Neko Case.Liberal political account. Nothing about me is “normal.”. EX-JW.#RemovePutin,Wherever I am of course. ,0,"Happy to see @elonmusk knows all the dozens of neurotransmitters, their effects, the Na-K ion gradient which moves against its natural polarity,  and is able to speak about them so eloquently in the context of depression which may be situational, biochemical, or both. 

/s",2022-04-30 16:50:03+00:00,[]
282,Find me on the golf course. Find my words on @ActionNetworkHQ. Forever a CU Buff. Future PGA Tour caddie. Bettor of sports. IG: Chasejhowell,"Boulder, CO",0,Talking about depression as if it’s a red flag is absurd. Makes me feel physically ill. https://t.co/UANO9WMRBR,2022-04-30 16:50:03+00:00,[]
283,in a mystery era,n8v 🇲🇽🇸🇻,0,why doesn’t anyone ever talk about how depression gives u memory loss,2022-04-30 16:50:04+00:00,[]
284,Don’t Texas my Arizona,AZ,1,"Crazy seeing Wellbutrin trending

I was on that stuff over a decade ago, and let me tell you, it helped with my depression...and gave me recurring hyper-realistic and disturbing dreams that began to blend the boundaries between waking and sleeping life

Also made me smoke less https://t.co/PzId7nFgNP",2022-04-30 16:50:09+00:00,[]
285,Stan is a published author whose mental health advice has been featured on TV and on the radio.  Read Stan's free advice at his blog at https://t.co/Doha7t6mv2,"Pennsylvania, USA",0,"Get anxiety advice at https://t.co/lXxnMfLxMt

#addict
#addiction
#AddictionRecovery
 #Anxiety
#anxious
#AskForHelp
#bipolar
#bipolardisorder 
#bpd 
#breakthestigma 
#counselling  
#Depression
#endstigma 
#endthestigma
#faithoverfear
#familytherapy 
#happiness https://t.co/QGFjeIcabg",2022-04-30 16:50:13+00:00,"['addict', 'addiction', 'AddictionRecovery', 'Anxiety', 'anxious', 'AskForHelp', 'bipolar', 'bipolardisorder', 'bpd', 'breakthestigma', 'counselling', 'Depression', 'endstigma', 'endthestigma', 'faithoverfear', 'familytherapy', 'happiness']"
286,"RCG. Twitch Affiliate: https://t.co/a4J4WIlwyY 
Love Video Games especially Fighting Games, Sports, Comics, Manga, and my beautiful fiancee :]3 PSN: Vizard","Rochelle Park, NJ",3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:50:13+00:00,[]
287,a fungus a mungus,"Seattle, WA",0,"@Athari_Ayyub Yes, I almost died. Years of depression and hatred and selfish blind desire.",2022-04-30 16:50:14+00:00,[]
288,"Anti-fascist, Anti-corporate personhood, Lifelong Democrat, BLM & HR1 supporter",Northern California Coast ,0,@MysterySolvent I was like *yawn* That’s a well-known phenomenon with ALL ADs when therapy first begins. Patients feel energetic enough to follow thru w/ plans for self harm before the med actually begins to decrease the depression. It take 6-8 wks before any therapeutic effects begin,2022-04-30 16:50:15+00:00,[]
289,"Qualified mentor and coach(Regenysis)
MC at professional events..
Lover of life...  Blissfull","Daveyton, (BENONI)",26,"I hate the depression that comes after having a good time.. be it groove or any type of outing..
like ufike endlini all of a sudden you're down",2022-04-30 16:50:16+00:00,[]
290,"Autistic, aspiring writer, Hugo nominee (kinda), grumpy bisexual 

He/him

#BLM #ACAB
🇵🇸 🇵🇸 🇵🇸",,349,"*sees Wellbutrin, a drug that has helped friends of mine both with Depression and ADHD live better lives, trending*

Oh, this can't be good.

*Click*

... well, it's not the first reason Elon can go fuck himself, but it's on the list.",2022-04-30 16:50:16+00:00,[]
291,Living everyday like its MY last !,,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:50:25+00:00,[]
292,PSYCHOLOGISTS HATE THEM vmin give FREE therapy sessions & comfort to millions,she/her • 23,0,why is a depression lowkey kicking in right now,2022-04-30 16:50:26+00:00,[]
293,"Medical student at University of Rwanda, College of Medicine | Determined And Consistent Medic with Great personality|

https://t.co/hFxdoX4X6Y",Rwanda ,57,"Pain, #anxiety, and #depression often coincide because the parts of the brain and nervous system that handle sensations and touch interact with parts of the brain that help regulate emotions and stress: https://t.co/AjQTgBYTEN #HarvardHealth https://t.co/o3vDF90g03",2022-04-30 16:50:29+00:00,"['anxiety', 'depression']"
294,"Liz, 23 || migraine_season.gif",probably at work,0,"It's sad that my most efficient method of coping with anxiety/panic is to bring out bursts of depression but man
Whatever works.

I'd rather be depressed or even suicidal than have anxiety or panic.

The deep blue is more calming than the scorching red after all.",2022-04-30 16:50:30+00:00,[]
295,,"Porter, TX",0,@Left99_4Me @ReneeAlida That's why you see a psychiatrist and take anti depression drugs. Their's usually a physical and psychological reason for suicidal thoughts.,2022-04-30 16:50:31+00:00,[]
296,"Tall, dark, ambitious and proudly Isoko🇳🇬 

Bass guitar Enthusiast 😊, #30BG","Port Harcourt, Nigeria",181,"Schools should have mental health classes where you learn about depression, anxiety, mood swings, eating disorders, other mental disorders, and social ethics. 

And learn good coping skills to get help. Things you need later on in life.",2022-04-30 16:50:33+00:00,[]
297,#EagleOfIslam,,11,"#EagleOfIslam

Dua Heals All Negativity,

Hurt, Anger, Worries

And Depression.

Pray To Allah Daily.

Islamic quotes app: https://t.co/LEjdLlZF1r",2022-04-30 16:50:37+00:00,['EagleOfIslam']
298,💚Let’s Heal Together💜  ✨Licensed Reiki Practitioner Singer.Poet.Artist,"Brooklyn, NY",1,The way #YoungJustice has written Garfield's depression has been fantastic. It almost hits a little too close to home for me.,2022-04-30 16:50:45+00:00,['YoungJustice']
299,"Just a conservative str8 white male,  everything woke people hate the most in this world.","Texas, USA",1005,"Elon Musk is making Twitter fun and lighthearted. The Left wants it to be a cesspool of depression, dopamine addiction, and virtue signaling. And they are not happy with the change.",2022-04-30 16:50:46+00:00,[]
300,"Just a very junior doctor with depression trying to learn how to care of myself✨
FY1 interested in GP and palliative care🩺",,0,@LizPeecock Easy for me to say but mental illness isn't a reason to give up on your dreams- depression is horrible but you've got this💜,2022-04-30 16:50:51+00:00,[]
301,joel / zsa zsa binks • he/him (she/her in drag) • 25 • fl • drag queen • 🔞🔞🔞 • header by @gabecubanito,"orlando, fl",79,"The risks of untreated depression most definitely includes death. 

If you are struggling with depression? If you can, I urge you to seek treatment. It saved my life.

You may need to try more than one medication to find what works for you. (I did.) And that's okay.",2022-04-30 16:50:52+00:00,[]
302,Cod Zombies Nerd|Femboy|Sé/É|19| I have freakin’ sweet amnesia| Pfp: @Ka1juSundae| Occasionally nsfw,Ireland world,0,"Stumbled over your twitter, why the fuck is it a banger? — i cope with depression through comedy wahoo wahu waheee https://t.co/1hlopW2M1v https://t.co/xm8RrBtnlU",2022-04-30 16:50:52+00:00,[]
303,"Proud AFT-IFT Union member, tweeting about law, libraries, policy, space, neurodivergence, autism, queer culture, & more. All views my own. I'm not your lawyer.",Land Stolen from Native People,127,"Tweet about this👇 billionaire, @mcuban. He’s trying to do some good. 

Lex Luthor Musk is busy baiting Twitter to ban him for misinformation on Wellbutrin. Which I happen to take, and has been a godsend for my depression/anxiety. https://t.co/h04DOOR6YD",2022-04-30 16:50:55+00:00,[]
304,"Original four-panel comic, NFT，The ZERO story.","Roma, Lazio",1,"My hands are growing out of my body and I have no control over them, they're breaking through my body.

Check out this item on OpenSea https://t.co/Ce2MdEM0tG via @opensea 

#NFT #NFTGiveaway
#NFTCommunity #NFTs #Comics
#Comic #Depression",2022-04-30 16:50:56+00:00,"['NFT', 'NFTGiveaway', 'NFTCommunity', 'NFTs', 'Comics', 'Comic', 'Depression']"
305,Inside the Rebels on @247Sports | Logan Media Network | @BleavInOleMiss Podcast host on the @BleavNetwork | @WJTV Sports | St. Jude advocate,Mississippi Forever,1,"On one of the biggest nights of Matt Corral’s career, one where he openly admits to depression_which was very brave_, Ian does this. 

It’s one thing to be a reporter, it’s another to completely deliver cheap shots. 

He should be praised for being open about his depression. https://t.co/Th3JsvoiYJ",2022-04-30 16:50:57+00:00,[]
306,#bitcoin,,55,"Ummm are we seeing this right now?! I just put the 1929 Great Depression DJI fractal next to current era DJI

Wow this lines up w/ @DaveHcontrarian melt up into a blow off top by roughly end of year, which is also confluence w/ what @TechDev_52 and I believe to be #bitcoin’s peak https://t.co/sVMs2LyE6Y",2022-04-30 16:50:58+00:00,[]
307,LLD 🕊 11/24/19,,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:50:59+00:00,[]
308,cogito ergo sum|| exitus acta probat,,0,Eating banana and almond butter is this depression?,2022-04-30 16:51:04+00:00,[]
309,"Take a few steps back and just watch, the sun sets around me every day","Denver, CO",3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:51:05+00:00,[]
310,"GenX, LGBTQIA+, pitbull & pom mom, formerly homeless, old school punk, unapologetically liberal & I loathe bigots. INFP-T

#BLM #BidenHarris #UBI",West of Chicago,0,"@filmystic Iirc correctly it's only used in pretty extreme cases like PTSD, drug resistant depression, heroin addiction, etc.",2022-04-30 16:51:08+00:00,[]
311,"TRUST none in paravai app...✨
Dont care abt anything!!
Dont share abt u🥱 ena adhu avungaluku theva illadha aani😌🚶‍♂️
||polambals||
#ashaangian💜
#💜☃️",ashaangi heart,3,PPL undergoing depression don't go around telling ppl they're depressed. Some mfs really don't know how being depressed &amp; suicidal feels like. If u can't provide moral support just stfu don't pass idiotic cmnts. It isn't cool &amp; it shows how much of a shithead you're.Go to hell🖕.,2022-04-30 16:51:09+00:00,[]
312,"Hi, I’m her, Jazz Personality, G Mentality.💋
💗1908💚",Somewhere you wanna be.,0,Depression shopping 🥺,2022-04-30 16:51:11+00:00,[]
313,🏳️‍🌈,,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:51:12+00:00,[]
314,,,1005,"Elon Musk is making Twitter fun and lighthearted. The Left wants it to be a cesspool of depression, dopamine addiction, and virtue signaling. And they are not happy with the change.",2022-04-30 16:51:12+00:00,[]
315,Disclaimer: I am NOT a reflection of my tweets | Mkhulu Ndaundona 📿🕯️,"Pretoria, South Africa.",26,"I hate the depression that comes after having a good time.. be it groove or any type of outing..
like ufike endlini all of a sudden you're down",2022-04-30 16:51:13+00:00,[]
316,"CPA with Econ Education & 20 years of Micro experience.
Always question the premise, underlying assumptions and foundations relied upon by scoundrels.","Lexington, MA",0,"@CoreyG9 @waning_poetic @ronluciuk @AshleyGWinter Depression, agitation and anxiety are a biochemical disease. I worked out religiously for 20 years and ended up with back issues, cancer and neuromuscular issues. I started Cymbalta 7 years ago and it saved my life. My experience is not necessarily applicable for everyone.",2022-04-30 16:51:14+00:00,[]
317,"Proud-Igbo-Boy, Psychologist, A-Catholic, Davido-Stan, Arsenal-Fan, Last-Born.",,181,"Schools should have mental health classes where you learn about depression, anxiety, mood swings, eating disorders, other mental disorders, and social ethics. 

And learn good coping skills to get help. Things you need later on in life.",2022-04-30 16:51:15+00:00,[]
318,they/them 🏳️‍⚧️,,0,"I, for one, have full confidence that phoebe will continue making sad bangers.. love doesn’t cure depression, babes",2022-04-30 16:51:21+00:00,[]
319,"She/her, disaster bi, elder millennial, Japanese-American, bitter former academic, SFF fanatic, anime geek, writer, book curator for Fox & Wit",Texas,349,"*sees Wellbutrin, a drug that has helped friends of mine both with Depression and ADHD live better lives, trending*

Oh, this can't be good.

*Click*

... well, it's not the first reason Elon can go fuck himself, but it's on the list.",2022-04-30 16:51:21+00:00,[]
320,Art painting,,1,"My hands are growing out of my body and I have no control over them, they're breaking through my body.

Check out this item on OpenSea https://t.co/Ce2MdEM0tG via @opensea 

#NFT #NFTGiveaway
#NFTCommunity #NFTs #Comics
#Comic #Depression",2022-04-30 16:51:22+00:00,[]
321,ty + yt + jw,"25, black, she/her 😝",0,"it is fucking basic information that anti-depressants can increase risk of suicide, ESPECIALLY if they discontinue it like your dumbass is advising. patients on it are closely monitored by their prescriber, as anyone struggling with depression should be. https://t.co/px3CP4FJHT",2022-04-30 16:51:24+00:00,[]
322,"#SIN #Whoissin #Sinofficial 💙P'SIN คือ My inspiration 💙 
P’Jack คือสามีทิพย์ค่ะ #JacksonWang #Got7",ประเทศไทย,2795,"Thoughts on the photo gallery feature? Make sure to download your exclusive in-app photos!

https://t.co/PiC0qiF31e

#JAYB_Mindset #JAYB https://t.co/ExuL85mI9G",2022-04-30 16:51:26+00:00,[]
323,I do it the best.,,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:51:26+00:00,[]
324,"🌿Jesus Follower - God is Love 🌿, LGBTQ Ally, #SaveDemocracy #Arrest45, 💜Love thy neighbor💜 
MandyKilpatrick@CounterSocial 
and I'm on Facebook. 🙂","Montana, USA",438,Wellbutrin (Bupropion) is trending bc Elon Musk said it causes suicide and should be taken off the market. That tweet should have a disinformation warning. Wellbutrin is an established protocol for depression and has saved millions of lives. Don't take medical advice from randos.,2022-04-30 16:51:28+00:00,[]
325,,,127,"@gate_io @talkmada @Marvin_Inu @elonmusk This question can turn into depression for those who ignored $Marvin during its early stage. Its not pleasant to miss life changing opportunities.

We aim to build Marvin in a way that will offer a lot back to its community rather than just offering a positive price action.",2022-04-30 16:51:29+00:00,[]
326,#EagleOfIslam,,11,"#EagleOfIslam

Dua Heals All Negativity,

Hurt, Anger, Worries

And Depression.

Pray To Allah Daily.

Islamic quotes app: https://t.co/LEjdLmhgq1",2022-04-30 16:51:31+00:00,['EagleOfIslam']
327,y’all weird.,South Africa,26,"I hate the depression that comes after having a good time.. be it groove or any type of outing..
like ufike endlini all of a sudden you're down",2022-04-30 16:51:32+00:00,[]
328,"Micro business owner. Morning lark up by 2 a.m. Older than I want to be.😒🙄 Animals, incense, horror, tattoos, hot sunny days, Seriously weird,💜VR",Arkansas,0,"@JoeBags79 @KrisBCanadian @elonmusk @pmarca Antidepressant and Smoking cessation aid
It can treat depression and help people quit smoking. It can also prevent depression caused by seasonal affective disorder (SAD).

NOT for dogs. You have said this multiple times.",2022-04-30 16:51:34+00:00,[]
329,Life is better when you remember that Molly Ivins wouldn't have put up with this nonsense,"Austin, Texas USA",0,"@OTgal828 @Dallas_Holladay I heard a story once on NPR that they tested birth control pills for men sometime in the last century. It was quickly abandoned due to side effects like mild depression and acne. Meanwhile, three women died while testing the pill on women, so yeah, women are treated differently.",2022-04-30 16:51:36+00:00,[]
330,"Truth matters.
Wearing is caring.
Mother, friend, and healthcare professional. Integrating care of the human body, mind, and spirit is essential to healing.",USA,1,I have been on Zoloft for 25 years. It literally saved my life. I know many people who take SSRI’s for depression and anxiety. If these drugs help people then why disparage them? It’s hard enough living with depression.,2022-04-30 16:51:37+00:00,[]
331,"Bi. he/him. Books. Music. Lots of TV. #WoT Spoilers. Longing for the sea and yet afraid. (ps. Defund The Police, BLM)",Fantasia,0,"@JuicedPear I honestly think we are gonna skip part of that, since it was tied to Rand not wanting to accept is role a the DR - which I don’t think fits his (or Moiraine’s) position still the end of S1. We’ll probably jumpy straight into depression 😅",2022-04-30 16:51:37+00:00,[]
332,KINDNESS MATTERS MOST OF ALL. Loves animals and farm life! Democrat #antiracist #BLM #LGBTQIA+ #Equality #MeToo NO LISTS. DM me for a ‘follow back’.,USA,49,I woke up to see ‘Wellbutrin’ trending. I have depression and anxiety and I was prescribed Wellbutrin almost a year ago. It has helped me so much. I no longer feel depressed and I don’t experience any side effects. Everyone is different so it might not work for everyone.,2022-04-30 16:51:39+00:00,[]
333,"I am the Queen and Outcast is my King of OCW. OCW Trans-Atlantic Champ. OCW Proud, OCW Strong. MIGHT throw you off the top of a building. (not Lili Reinhart RP)","Key West, FL",0,"@TweetsByTony11 Victoria was a gamer, and I am too. I know all about the industry of buggy games, micro transactions, but my point is that they provide entertainment, I have seen them help people through depression. Nobody buys a console for the investment, it’s for entertainment. It’s not a",2022-04-30 16:51:40+00:00,[]
334,Education grad student 🌹,,349,"*sees Wellbutrin, a drug that has helped friends of mine both with Depression and ADHD live better lives, trending*

Oh, this can't be good.

*Click*

... well, it's not the first reason Elon can go fuck himself, but it's on the list.",2022-04-30 16:51:40+00:00,[]
335,Children's book illustrator/author & more. Graphic novel 'One in a Million' coming 2023. She/they.🖤🤍💜 Agent @mccarthylit. https://t.co/RRIy6Tx9zH,"Vancouver, British Columbia",0,@lizmart8 This was my problem learning American History (even in AP). We always started with the 13 colonies and  the pace was such that we never entered beyond the WWI / the Great Depression.,2022-04-30 16:51:42+00:00,[]
336,Stan is a published author whose mental health advice has been featured on TV and on the radio.  Read Stan's free advice at his blog at https://t.co/Doha7t6mv2,"Pennsylvania, USA",0,"Get anxiety advice at https://t.co/lXxnMfLxMt

#addict
#addiction
#AddictionRecovery
 #Anxiety
#anxious
#AskForHelp
#bipolar
#bipolardisorder 
#bpd 
#breakthestigma 
#counselling  
#Depression
#endstigma 
#endthestigma
#faithoverfear
#familytherapy 
#happiness https://t.co/hfL1WEcN31",2022-04-30 16:51:44+00:00,"['addict', 'addiction', 'AddictionRecovery', 'Anxiety', 'anxious', 'AskForHelp', 'bipolar', 'bipolardisorder', 'bpd', 'breakthestigma', 'counselling', 'Depression', 'endstigma', 'endthestigma', 'faithoverfear', 'familytherapy', 'happiness']"
337,,,127,"@gate_io @talkmada @Marvin_Inu @elonmusk This question can turn into depression for those who ignored $Marvin during its early stage. Its not pleasant to miss life changing opportunities.

We aim to build Marvin in a way that will offer a lot back to its community rather than just offering a positive price action.",2022-04-30 16:51:46+00:00,[]
338,"No-stunt larrie
𝓯𝓸𝓵𝓵𝓸𝔀 𝓶𝓮 𝓸𝓷 𝓲𝓷𝓼𝓽𝓪𝓰𝓻𝓪𝓶 @𝓵𝓪𝓻𝓻𝔂𝓸𝓫𝓿𝓲𝓲𝓸𝓾𝓼𝓵𝔂",India,0,"Me and my depression, anxiety, overthinking at 3 a.m. https://t.co/wfkqMRiOLr",2022-04-30 16:51:46+00:00,[]
339,,,12,"The leading cause of depression is reality.

MUNAWAR FOR THE WIN",2022-04-30 16:51:52+00:00,[]
340,"She/her. Retired doctor. Advocate for physician health, publicly funded healthcare and libraries. Humor & enthusiasm are my Superpowers. RainBow is my Clown.","Edmonton, AB, Canada",5,"'After the Storm: Postnatal Depression and the Utter Weirdness of New Motherhood' by @emjaneunsworth - out in pbk on Thursday 5 May - is a raw &amp; relatable account of motherhood that breaks the silence on postnatal depression.

Read an extract here:
https://t.co/qwb44YISSN",2022-04-30 16:51:52+00:00,[]
341,The Traduka Wisdom Poetry Series® is a modern mystical poetry collection written to bring healing to each reader in a unique way.,"Vermont, USA",1,"Research shows that regular reading:

lowers blood pressure and heart rate.
fights depression symptoms.
prevents cognitive decline as you age.

Reading is also enjoyable 😉 
⭐⭐⭐⭐⭐
Buy this wonderful book today! https://t.co/uoV5joaETu",2022-04-30 16:51:53+00:00,[]
342,todo es cuestión de perspectiva.,"Quito, Ecuador",3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:51:55+00:00,[]
343,Good taste is not a democracy. ♐️♒️♉️,,58,anxiety and depression are the mental illnesses i feel comfortable admitting to but don’t worry i have others up my sleeve 😏,2022-04-30 16:51:56+00:00,[]
344,over analyzing movie TV and music and make video essays on YouTube link in bio… join my Twitter community in pinned tweet,Southwest side of wakanda ,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:51:56+00:00,[]
345,BLACK LIVES MATTER,Metro NY,438,Wellbutrin (Bupropion) is trending bc Elon Musk said it causes suicide and should be taken off the market. That tweet should have a disinformation warning. Wellbutrin is an established protocol for depression and has saved millions of lives. Don't take medical advice from randos.,2022-04-30 16:51:58+00:00,[]
346,,,0,"NFL Network insider: Alcohol issues, 'unreliable behavior' caused Matt Corral's NFL Draft slide https://t.co/SKY8yZGA0f via @Yahoo
I’ll be rooting hard for this kid..I didn’t realize his health issues watching him at ol miss…good for him to be open about his battle w depression",2022-04-30 16:52:00+00:00,[]
347,,,2795,"Thoughts on the photo gallery feature? Make sure to download your exclusive in-app photos!

https://t.co/PiC0qiF31e

#JAYB_Mindset #JAYB https://t.co/ExuL85mI9G",2022-04-30 16:52:07+00:00,[]
348,"dee | 22 | she/they | 🔞
🐇 MDZS 🗡️ FE 🏀 KNB ⚡ pokemon 🌈 nu:carnival",klein kingdom,0,"i was on wellbutrin for a few months for depression and adhd but didn't really notice any differences in my symptoms. so i was switched to adderall. but that's how psych meds are, they work for some people and not others?? so you have to find the right ones for you. headass",2022-04-30 16:52:08+00:00,[]
349,"Antes tenía mi bio en inglés porque creía que sería popular en internet, ahora ya no tengo esperanzas en la vida. dev/feminista/antifascista/newurbanism She/Her","Hermosillo, Sonora",489,"@elonmusk @pmarca Hey Elon, I'm a suicidologist, psychiatrist, and and psychopharmacologist. I have expertise in every aspect of this tweet. You are absolutely off base here and your uninformed opinions here are against the evidence.

Demonstrate the ability to learn.

https://t.co/QnRIcjEUgk",2022-04-30 16:52:08+00:00,[]
350,,United States,127,"Tweet about this👇 billionaire, @mcuban. He’s trying to do some good. 

Lex Luthor Musk is busy baiting Twitter to ban him for misinformation on Wellbutrin. Which I happen to take, and has been a godsend for my depression/anxiety. https://t.co/h04DOOR6YD",2022-04-30 16:52:08+00:00,[]
351,Aloha! I provide Distance Reiki healing to the NFT community looking to form new connections.,"San Diego, CA",0,"Reiki improves your mood, which improves symptoms of anxiety and depression. Your energy &amp; spirit increases as the positive energy begins to flow. Many people use Reiki alone or alongside conventional drug treatments and therapy #depression #Anxiety #reiki #distancereiki https://t.co/DCW0GFRvac",2022-04-30 16:52:12+00:00,"['depression', 'Anxiety', 'reiki', 'distancereiki']"
352,floundering my way through life and trying to spread a little bit of happiness along the way,"Massachusetts, USA",3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:52:13+00:00,[]
353,"Michael Landsberg | #SickNotWeak - Mental illness is a sickness, not a weakness. Follow @SickNotWeak. Trump is ruining America-if you disagree- f#ck off.",Canada,3,"Who would ever say, “I’m glad I’ve had severe depression?” Well, after yesterday’s #Landsblog, we wonder, would @heylandsberg say it? Watch and find out. #SickNotWeak https://t.co/VJKVagmFQV",2022-04-30 16:52:13+00:00,['Landsblog']
354,"Студент (21), который знает везде понемножку, учится в университете🤔😶‍🌫️ где учат всему понемножку. Коносьер по фембоям 🥰😍
Любишь буги-вуги?",в высоких горах Бабиджона,0,@charmzisokay This is not about tho depression. U should live on block to get the lifestyle sense,2022-04-30 16:52:14+00:00,[]
355,"Pharmacy tech(Diploma) Bsc pharmaceutical sciences. 
Lecturer| Enthusiasts| Fashionist |Foodie|Optimist
I talk to myself often🙃 weirdo👻",Myown Little World,2,"Sometimes depression looks like..loud laughs,cute dance moves ,happy videos,lots of appetite and weight gain.Sometimes the happy ones are the saddest ones..They burry their frustrations so much that it kills them slowly. So, pls check on your happy friends too🙂",2022-04-30 16:52:15+00:00,[]
356,"PUBLISHER at Afton Press, cohost KFAI's “Write On! Radio” & author of HOUSE OF LARGE SIZES https://t.co/8a4byxB5Kv Londoner in MN with an eye on the clock.","Minneapolis, MN, USA",0,"Mental Illnesss - SIXTY-NINTH STREET SUICIDE - An exploration of the self-destructive thoughts of a suicide survivor ➡ https://t.co/mIucVNYM2g ?IQid=https://t.co/ZnfvjATWjl (Posted by Calumet Editions)
&amp;/",2022-04-30 16:52:21+00:00,[]
357,she/her | enjoy :),,2,"Hello Wellbutrin is the only antidepressant I’ve ever taken that seems to help the depression, the anxiety, and the ADHD to some degree with absolutely no negative side effects. Hence my handle. Thank u. https://t.co/DDkQ9AOHA6",2022-04-30 16:52:27+00:00,[]
358,"I'm me, just grumpy, nerdy, sarcastic me",,1,"Doctor: Any recent feelings of hopelessness, depression, anxiety?
Me: Well now that you mention it
Doc: Aside from what's normal for retail staff",2022-04-30 16:52:34+00:00,[]
359,Wanna beat Marius up so bad (affectionate) | sometimes NSFW minors dni 🔞 | previously @gojoscockwarmer,20+ she/her Marius' bed,0,@anemoluvvr Love depression sign me tf up,2022-04-30 16:52:36+00:00,[]
360,I write about games. Message me if you need an ear or helping hand in any context and I'll do my best to be of assistance. Truth is it's own shield.,"Ohio, USA",0,"@sickswrld Depression is awful, it is like a personal devil on the shoulder that lives only to harass us.",2022-04-30 16:52:41+00:00,[]
361,"Avisala! Ako si sangre Alena tagapangalaga ng brilyanteng tubig 💧

Avisala eshma 💧",,0,Depression era. Anyways watch heartstopper 🫶🏻,2022-04-30 16:52:42+00:00,[]
362,E.T. 🐲👽,,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:52:47+00:00,[]
363,amosc//niasymoneeeee,"New Orleans, LA",0,depression is literally so fucking hard to overcome,2022-04-30 16:52:47+00:00,[]
364,,,127,"@gate_io @talkmada @Marvin_Inu @elonmusk This question can turn into depression for those who ignored $Marvin during its early stage. Its not pleasant to miss life changing opportunities.

We aim to build Marvin in a way that will offer a lot back to its community rather than just offering a positive price action.",2022-04-30 16:52:54+00:00,[]
