,description,location,retweetcount,text,date,hashtags
241,#김태형 next top runway model • always and forever ⁷,she/her | 18 ,0,@onyxguk YES THAT GAME GAVE ME PTSD MY HEART PANICS WHENEVER I HEAR HEARTBEAT,2022-04-30 16:00:52+00:00,[]
242,,Born January 19,0,@Teccy19 @FortniteGame snake eyes ptsd,2022-04-30 16:00:53+00:00,[]
243,#Envtuber | 🔞 | https://t.co/wm7lrtBGAY | 3D Model: @_Pudizuu Pfp: @nightcreepmax Banner: @RestaurioR | Clips: #araclips Art: #artalene | NSFW: @aralenelewd,Elon Musk's Catgirl Lab,2,"Watching Turning Red and as a person who was once a 13 year old hormonal teenage girl, I’m getting PTSD",2022-04-30 16:00:53+00:00,[]
244,"Official page for Live Well San Diego, the County of San Diego's vision for a region that is Building Better Health, Living Safely and Thriving. #LiveWellSD","San Diego, CA",0,"Join Safe Harbor Coronado for a presentation on the impact of PTSD on family members and caregivers, and how loved ones can identify a need for more help. This is the first of their month-long speaker series for May is Mental Wellness Month! Learn more at  https://t.co/2fhDzZmFQ6 https://t.co/cRcMtXmyW8",2022-04-30 16:00:58+00:00,[]
245,"Author,  interested in film, writing.  https://t.co/74pZGEZEB0 Substack:https://t.co/7n44ZcdCX6, books:https://t.co/tVFznaCFyc",United States,0,"@drpatfarrell Street Drugs Are the New Miracle Medicines of the Future | by Dr. Patricia Farrell | Apr, 2022 | Medium #pain #MS #marijuana #LSD #PTSD #mentalhealth #medicine #psychodelics https://t.co/J4VsVTt8gc  https://t.co/Mu7j2wTKXU https://t.co/gT4UOdZmaG",2022-04-30 16:01:03+00:00,"['pain', 'MS', 'marijuana', 'LSD', 'PTSD', 'mentalhealth', 'medicine', 'psychodelics']"
246,my birthday is 12/13,"new orleans,la",2,"Watching Turning Red and as a person who was once a 13 year old hormonal teenage girl, I’m getting PTSD",2022-04-30 16:01:07+00:00,[]
247,Canadian. Conservative. Airline pilot.,,0,@AshleyBurkeCBC Haha considering who you work for and the blatant lies you continually peddle….I’d do the exact same. You are reprehensible. Go home so you don’t suffer any ptsd watching peaceful people assemble.,2022-04-30 16:01:13+00:00,[]
248,"Hi I’m Stufy and I Play Splatoon, I Play Brella, I Like to Spam Splatoon Clips, Chocolate is The Best, I Also Like Moths They Pretty Cool (pfp by @lu_of_moos)",East coast,0,@JellyDonut1240 LMAOAOAOAO well enjoy you dose of ptsd,2022-04-30 16:01:13+00:00,[]
249,Female Mammal. Approximately 30 -60 years of age. Photographer/Writer/Comedienne,Earth,0,"@Stonekettle I’m curious where this is, but I’m not going to ask. I’ve had the same experience. No amount of pleading from the community for scared dogs or Veterans experiencing PTSD will stop some people from “expressing” themselves in America",2022-04-30 16:01:30+00:00,[]
250,"Wife and Mom, @MomsDemand SWFL Data Lead volunteer, pro-vaxxer, blue girl in a red state",Florida,10,Today marks 3 years since the shooting at my school. 3 years since a shooter murdered 2 &amp; injured 4. 3 years since a friend texted me there was a shooter in her building nearby. 3 years since I ran for my life to get away from campus. 3 years of PTSD.,2022-04-30 16:01:44+00:00,[]
251,"Military, Special Forces, Police, First Responder & Security Professionals Clothing Brand #madwithpurpose",United Kingdom,0,"Just had sight of some really useful and honest articles in this edition of @pfoa_uk Top Cover magazine about dealing with PTSD, Preventing male suicide and the mental benefits of exercise!

Great job guys … really interesting read 👍🏻

#pfoa #magazine #ptsd #SuicidePrevention https://t.co/Wvom9WsupJ",2022-04-30 16:01:51+00:00,"['pfoa', 'magazine', 'ptsd', 'SuicidePrevention']"
252,The sheriff failed to have me charged for tweeting about COVIDMisinfo; tweets about blue life in a red county. #MisinfoKills #1A #Exvangelical #BLM 🏳️‍⚧️🏳️‍🌈,"Michigan, USA",0,"4. Habs was transferred to Blue Star from the Macomb Co. Humane Society to Blue Star’s 4-6 mo. program, which allows inmates to train them as service dogs for veterans suffering from PTSD. Best boy that he is, Habs completed the training but wasn’t  cut out to be a service dog.",2022-04-30 16:01:58+00:00,[]
253,501(c)3 Nonprofit Foundation EIN 83-2566087 Our mission is to help all combat Veterans and their families bond as they fight PTSD and WIN! Your help please!,"West Virginia, USA",0,Check us out! Our Vets need proper care! Please share the word of our 501(c)3 nonprofit helping combat Vets &amp; their families bond while fighting PTSD and winning! Please follow &amp; share! https://t.co/HePwKR16mq  501(c)3 nonprofit https://t.co/pVCkhGZ1VG,2022-04-30 16:02:03+00:00,[]
254,"Following my Drive & Passion wrote TRUE Self-Help Book to Help People #1, & Now a Parents Self-Help Guide for Youngins... Amounts to Self-Help for Families MH!",,1,"#Parents #Anxiety #Depression #PTSD #OCD #AddictionRecovery #BPD #Bipolar #ADHD #ADD #Selfhelp.Repetitive Training Process is KEY(!) Reprogramming us if Suffer/Struggle, Inherently Changing the way we Think, Operate, &amp; React to things providing Embedded Joy &amp; Security within :)! https://t.co/TTFtYBpetu",2022-04-30 16:02:10+00:00,"['Parents', 'Anxiety', 'Depression', 'PTSD', 'OCD', 'AddictionRecovery', 'BPD', 'Bipolar', 'ADHD', 'ADD', 'Selfhelp']"
255,"Pixel Artist
Indie Game Dev
NO NFT's

Join my Discord the Pixel Art Workshop, An NFT free space to share work and hang out with other Artists.","Boise, ID",0,@imonk562 This image is giving me PTSD. Nice Work?,2022-04-30 16:02:13+00:00,[]
256,Army Veteran and Purple Heart recipient💜. Golf is my life and saved my life. Supporter of Signatures for Soldiers. #PTSDSUCKS #AspiringAuthor,"Barberton, OH",1,@marcuslemonis @CampingWorld Use it to take my wife across the country and see our parks. I’d also use it to help fellow Veterans with ptsd by getting them away and using nature to help heal.,2022-04-30 16:02:25+00:00,[]
257,Ride Home Equine Therapy (RHET) is a community partner united in suicide prevention action.,,0,"You are not alone! The effects of PTSD can be tough on your mental health, but you don't have to fight them all by yourself. Let us help!

🌐 https://t.co/8ikvLQis66

#RideHomeEquineTherapy #equinetherapy #emotionalhealing #USVeteran #suicideprevention #mentalhealthmatters https://t.co/kontr3hcQB",2022-04-30 16:02:26+00:00,"['RideHomeEquineTherapy', 'equinetherapy', 'emotionalhealing', 'USVeteran', 'suicideprevention', 'mentalhealthmatters']"
258,Paramedic in Region of Peel and a hockey Mom.,,0,@elonmusk @pmarca Take a look at MMED .  I am a paramedic with PTSD .  This company is breaking through to help us!,2022-04-30 16:02:39+00:00,[]
259,"22 ||  hello ✌🏼😙
🇬🇹 × 🇯🇵

i write sometimes lol

GOOD MORNING, LILI! IT'S A GREAT DAY, TIME TO RISE AND SHINE - AleXa 2020
🔞 18+ only ☣ 暑いーから",my own world,193,"Bc Elaine the drain went low- less than 5% of psychologists hold board certification. 
Dr. Curry is specially trained in PTSD, with the US Military. 
Let's not try to tear accomplished women down with baseless innuendo, to try to give credit to one who lies and abuses. https://t.co/K8IGZiTyho",2022-04-30 16:02:43+00:00,[]
260,🏳️‍🌈 #forevercuttie.e🦋 #forevercliff🩸,"Baton Rouge, LA",37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 16:02:43+00:00,[]
261,Don’t Let Haters Stop U.,The Dark Alleys. ,0,In Recovery? Hers a couple Good reads. Read the red book first if u can the Blue Book? It’s free and non religious. Both teach that God is real but god is LOVE and Ego? isthe Devil. We are born only with Love all Evil? Manmade. Addiction? That’s the Ego… https://t.co/YU0zEg2jd5,2022-04-30 16:02:55+00:00,[]
262,I’m a female 🏳️‍🌈 I made this page for me & my crowdfunding mutuals . BLM ✊🏾,,18,"I tried lookin for square jobs but I can’t do customer facing jobs anymore bc of my ptsd/adhd/other shit. I can’t do warehouse/stocking/physical labor bc I jumped out of a moving car. So, I’m tryna do sw still but its slow. And I have needs right now. Pls rt to help me survive. https://t.co/zUPDQdtREu",2022-04-30 16:03:10+00:00,[]
263,"Paracord Bracelet Maker. Artist. #ARMY #VETERAN #ITSOKNOTTOBEOK
https://t.co/Qt63BBKFyv",( Scotland UK ) ,0,"@ptsdresolution 
I Would appreciate a RT to help me push my story.
The physical War may be over but the mental scars still remain.

Please help a small donation would go a long long way
https://t.co/hFFntzmEJp

#Army #veteran #PTSD #mentalhealth #itsoknottobeok",2022-04-30 16:03:16+00:00,"['Army', 'veteran', 'PTSD', 'mentalhealth', 'itsoknottobeok']"
264,"Paracord Bracelet Maker. Artist. #ARMY #VETERAN #ITSOKNOTTOBEOK
https://t.co/Qt63BBKFyv",( Scotland UK ) ,0,"@KimberleyeLeo 
I Would appreciate a RT to help me push my story.
The physical War may be over but the mental scars still remain.

Please help a small donation would go a long long way
https://t.co/hFFntzmEJp

#Army #veteran #PTSD #mentalhealth #itsoknottobeok",2022-04-30 16:03:51+00:00,"['Army', 'veteran', 'PTSD', 'mentalhealth', 'itsoknottobeok']"
265,They/He. Social science PhD. ENnie nominated as a freelance writer and editor. Content head @_RoleInitiative. Brakaw on #CuriousityCache. Panromantic. Bi.,LA,0,"@Glassflippers Not just content warnings but sometimes realizing that the traumatic content isn’t worth it. I have seen some terrible writing about PTSD, asking the DM to portray an NPC’s PTSD flashbacks, which triggered my own PTSD for months afterwards.",2022-04-30 16:03:56+00:00,[]
266,Top Shot,,0,"@KevinOConnorNBA @loganmmurdock Listening now. I think they call the Warriors lineup “PTSD” because it consists of Poole Thompson Steph and Draymond, not just because of the ability.",2022-04-30 16:04:02+00:00,[]
267,Mother of four fantastic kids... Contractor.. Finish Carpenter... Animal lover,,256,"Very informative tiktok for those asking why Amber Heard had to sit for a mental evaluation but Johnny Depp didn’t. 

It’s because Heard claimed PTSD from the relationship and therefore put her mental health at issue. 

She opened that door. 

#DeppHeardTrial https://t.co/QKuHF9Xwr4",2022-04-30 16:04:04+00:00,[]
268,im always trashstar crazy,,0,@ptsd_shawty my aunts cat died doing that,2022-04-30 16:04:16+00:00,[]
269,Uninterested & Unavailable 🥀,In My Skin ,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 16:04:38+00:00,[]
270,"“Non esiste l'ignoto. Solo cose temporaneamente nascoste, temporaneamente non comprese” - Capitano Kirk","Cles, Trentino-Alto Adige",1,"Oh, Stepan was still around – still speaking Ukrainian and suffering PTSD and paranoia (they didn’t know these words back then). For urban kids at the time, Ukrainian was the language of silly village people, and old Stepan completely fit into that image.",2022-04-30 16:04:47+00:00,[]
271,,,0,"@LauraBockov Yep, I can clearly see she has PTSD from the abuse.",2022-04-30 16:04:54+00:00,[]
272,Don’t Let Haters Stop U.,The Dark Alleys. ,0,@andyjax63 If u live i a region where Cannabiss is legal and sold in regulated shops? Go ask for some CBD with no THC present. A oil is what u wants take a small amount before bed every night for a month. It will help us sleep and blocks cravings.,2022-04-30 16:05:02+00:00,[]
273,"28, Scottish 🏴󠁧󠁢󠁳󠁣󠁴󠁿, Drama Degree 🎭, Acting 2 - RCS. Student Nurse at University of Stirling. (Starting September) 👩‍⚕️ 🚑 🏥.. All views are my own.","Falkirk, Scotland",0,Confidence and loads of anxiety. As the weeks go on I’ll hopefully get into swing of it. My course groupchat on WhatsApp and Snapchat are all so supportive and lovely. I know it’s just my ptsd and anxiety mixed together making my mind to think this. My main inner fear is getting,2022-04-30 16:05:07+00:00,[]
274,Financials Guy. Never Give Up on America. 🇺🇸,,1,"Cassandra Crash bois… still in 2008 PTSD… Capital at Banks are the highest in Decades. 👇

$XLF #Recession https://t.co/JNtw8bDhuw",2022-04-30 16:05:15+00:00,['Recession']
275,"Mother, introvert, eccentric, eclectic, animal lover, nature lover, designer in sugar. What you see is what you get!",Southend-on-Sea,0,@pc_ptsd And thats exactly why they are all little shits.... no form of parental discipline,2022-04-30 16:05:33+00:00,[]
276,"Socialist. I stand for Palestinian rights, income and political equality. Boomer. M4ALL is a necessity!",Hell,0,@Y0uD0ntMatter Stop glorifying war. Soldiers return from war and have PTSD and major psychological problems. You are declaring someone a hero who kills- get your priorities in order.,2022-04-30 16:05:33+00:00,[]
277,Don’t Let Haters Stop U.,The Dark Alleys. ,0,@andyjax63 Heard about? Able to have prescribed? CBD.,2022-04-30 16:05:36+00:00,[]
278,The devils are all here,"Seattle, WA",0,"After you I don't know what I believe in / After you Hell will be easy
Ahhh when you develop PTSD After a marriage.  Do not stay in a emotionally abusive relationship if I got out so can you",2022-04-30 16:05:37+00:00,[]
279,"hololive fan
osu enjoyer
currently following random vtubers and re tweeting vtubers things lol                            

grass","East Java, Indonesia",2,"Watching Turning Red and as a person who was once a 13 year old hormonal teenage girl, I’m getting PTSD",2022-04-30 16:05:53+00:00,[]
280,"Mama. Artist. Validity Deconstructor. Expert in Psychology & Healthcare: Biases, Cognitive Errors, Dysfunction, Exploitation Curious Georgette 😊 #TheCultOfKin",West Coast USA,0,"@cookie_lynch @fukayamama @marixapanda @ignorethatdoor_ @MsJenSteele You come off like a fan of him &amp; his music &amp; that’s okay but psychological &amp; physical abuse is serious stuff &amp; I think your stance is hurtful to some real victims, most who had heavy ptsd.",2022-04-30 16:05:57+00:00,[]
281,"For 25 years, the number one site for Metroid information. We are unaffiliated with Nintendo.
📧 contact@metroiddatabase.com
Discord: https://t.co/PXH6hur6lm",Planet Zebes,2,Starting to get Power Bomb Guardian fight PTSD after watching this. https://t.co/4mwkHcP34m,2022-04-30 16:05:57+00:00,[]
282,"Reading, Writing, Gaming, Music, Creative Expression, & Asking Questions ☺️📚✍🏻 💻🎼🎨🤟🏻⁉️🇦🇺👫",Australia,1,"We're calling out fake PTSD, fake abuse, demanding that justice be done; it's not misogyny, it's holding someone accountable.
Noone is calling what she is doing misandry.
#JusticeForJohnnyDepp  2/2",2022-04-30 16:05:58+00:00,['JusticeForJohnnyDepp']
283,"FaceBook Groups: FlamesHub , BlueJaysHub , RaptorsHub ~I Don't Answer People Without A Real Profile Picture~ #Flames #FlyEaglesFly #BlueJays","Wood Buffalo, Alberta",12,"#Ottawa Police displaying C8 assault rifles at a protest is an escalation, not a de-escalation.  Doing it at an event that is made up of Veterans, some who may suffer from PTSD is just stupid and unnecessary.  Shameful conduct that will bring the force into disrepute.",2022-04-30 16:06:06+00:00,['Ottawa']
284,"When health is absent, wisdom cannot reveal itself, art cannot manifest, strength cannot fight, wealth becomes useless, and intelligence cannot be applied.😷",Chicago 🏥 Please enter your disease's name →,1,"@natgrace79 They also tend to conflate the mind with the soul, and don't see the brain as having any kind of real relevance to the mind or personality. Which is strange because they understand some diseases like Parkinson's as affecting personality but not PTSD or clinical depression.",2022-04-30 16:06:22+00:00,[]
285,"traveling the US, living/working remotely in my hip little trailer","Denver, Colorado",0,"PTSD Trauma, when used as narrative vehicles in story, they’re tricky.

You have to treat the vehicle with gently &amp; w/ great respect - knowing that painful experience you’re using to move your story is/was somebody’s/ a viewer’s life.

#MoonKnight does this well.
Picard did not.",2022-04-30 16:06:38+00:00,['MoonKnight']
286,Don’t Let Haters Stop U.,The Dark Alleys. ,0,"@KerrieNation My family was abusive. Physically,mentally and emotionally all were my reality growing up. At age 5? I attempted Suicide.",2022-04-30 16:06:40+00:00,[]
287,"""Respect your body. Eat well. Dance forever.""",Chicago IL,1,"Day 4 of this medication (anti depressant/ptsd/anxiety). Good news is I don't feel anxious. In fact I can't even make a proper thought. Bad news is the nausea is still there in waves. 
Also, normalize taking medication for your mental health. It's okay.",2022-04-30 16:06:43+00:00,[]
288,| Living ~ Loving ~ Laughing | edgar@ntemid.com | Writing | Social Media @FacesUpUganda (ntensibe@facesup.org) & @PolicyUganda | Community Psychology,On a gadget,4,"#blogpost @ https://t.co/4RY0tDRTmN
If the amygdala is damaged (as can sometimes happen in cases of PTSD/complex PTSD), then it may not be able to properly identify threatening or fearful memories, and they may not be properly stored in the brain.
https://t.co/dFhmI29onc https://t.co/UphqpGq5IP",2022-04-30 16:06:46+00:00,['blogpost']
289,"A winner never quits, and a quitter never wins !!! #JusticeForVanessaGuillen #AbolishICE","2nd Ward, Houston",0,"First sign of anything wrong with my car ima fix that shit right away,  being a SpongeBob ass driver for so long gave me car ptsd tbh",2022-04-30 16:06:59+00:00,[]
290,The Steven A. Cohen Military Family Clinic at The Up Center provides mental health care to post-9/11 veterans and military families.,"Virginia Beach, Virginia",0,"We provide specialized therapy for depression, anxiety, Post Traumatic Stress Disorder (PTSD) and other transitional challenges. We also provide marriage &amp; relationship counseling and help with children’s issues to support the entire military family. 

https://t.co/EJVT7kxU3O https://t.co/QQeK9wu9tc",2022-04-30 16:07:02+00:00,[]
291,,,0,@UnwashedWater Well it def gave a lot of TBI and PTSD coupled with absolutely no ability to cope.,2022-04-30 16:07:03+00:00,[]
292,tme ♦️ only follow if over 21 ♦️,24 white 🇵🇷 any/all + NO SHE,18,"I tried lookin for square jobs but I can’t do customer facing jobs anymore bc of my ptsd/adhd/other shit. I can’t do warehouse/stocking/physical labor bc I jumped out of a moving car. So, I’m tryna do sw still but its slow. And I have needs right now. Pls rt to help me survive. https://t.co/zUPDQdtREu",2022-04-30 16:07:13+00:00,[]
293,,United Kingdom,0,@Hippopotamum @pc_ptsd Good mumming...,2022-04-30 16:07:14+00:00,[]
294,Don’t Let Haters Stop U.,The Dark Alleys. ,5,"Just heard from the Familiy Support Institute of BC @FSIBC that they will donate $1,000 to assit. Thank you so much. We can do this Canada, we can step up when others step back. https://t.co/ZAiwMCE6hW",2022-04-30 16:07:16+00:00,[]
295,, CA,1,"Cassandra Crash bois… still in 2008 PTSD… Capital at Banks are the highest in Decades. 👇

$XLF #Recession https://t.co/JNtw8bDhuw",2022-04-30 16:07:26+00:00,['Recession']
296,"Do you understand what Jesus did for you on the Cross?
Try reading Deuteronomy
When Jesus Died He Broke those Curses
Greatest Gift ever
I thought I was doomed",Keighley ,0,"Does the Disability Discrimination Act cover Mental and Emotional Disabilities and Doctors Discriminating against Patients?
GDD, Anxiety, Autism, Depression, Misophonia, PTSD, Hypertension, Asthma, Rhinitis, Eczema, Psoriasis, Gum Disease and an occasional Sharp pain in my Leg",2022-04-30 16:07:40+00:00,[]
297,"I love lots of shows & musicals.  One of my favorite female actresses is Bernadette Peters. Love Bughead,Varchie,Choni, vughead Ect other ships from other shows",,1,"@bettysjugheads Kj already said varchie will be back and the pregnancy test isn’t Betty’s. Betty is not in any mental space to have a child right now, either. Idk why no one is speaking on it but she’s still dealing from ptsd with tbk and Archie the same with the war.",2022-04-30 16:07:46+00:00,[]
298,Upcoming artist & songwriter | instagram / TikTok: matomirry954 / Snapchat: michaelhenry954| Booking: hit my DM | Click the link👇🔥,,1,That light give u ptsd 😴 https://t.co/Uo07AedeY4,2022-04-30 16:08:01+00:00,[]
299,Disabled World (Official Twitter Account),Worldwide,0,"When fear grew in my stomach, I starved myself just to survive | Psyche Ideas https://t.co/8kcGK5E6eb

""My body refused to eat because my mind was telling it that I needed to disappear.""
#MentalHealth #PTSD #abuse #EatingDisorders https://t.co/uThp98rBoE",2022-04-30 16:08:04+00:00,"['MentalHealth', 'PTSD', 'abuse', 'EatingDisorders']"
300,#MedicalCaseMomager for @jameson_rich ages 0-18 #CongenitalHeart @BetsyLehmanCtr #PtFamPeerSupport after #MedicalError B’way show abt @DrMayaAngelou in develpmt,stolen Megunko / Nipmuc lands,0,"@healthcareandy Wd’ve Paid $$ in mom’s last yr, vs taking her for wkly INR (on coumadin for afib).
Often took 3hrs to:
-load her+rollator into car 
-drive 1.3 mile to coumadin clinic held 1x/wk at ❤️‍🩹 practice w/in mwmc framingham ma
-Wait to park, 2b seen
+Cost of #ptsd trigger (she was v toxic)",2022-04-30 16:08:19+00:00,['ptsd']
301,"Native American,Pansexual,Wiccan and a sad suffering Lady living in Texas.","Amarillo, Tx",0,"@IanBohen I do sadly, I am actually taking PTSD medication to make me not remember as much. But still have the wake up gasping, flailing/struggling/lashing out, or yelling out. It's not fun, I'm so sorry you have them. Definitely talk to Dr.",2022-04-30 16:08:27+00:00,[]
302,"Anti-Woke & Anti-War 🌺Progressive
#FreeAssange #M4A #Legalizeshrooms #Fightfor20 #Endthewars #GND
Brian Stelter is only 36 years old not 67
Sh1tlibs gtfo",Upstate New York,0,@hopelesslystoic @CancerousWon @lopezlinette @elonmusk She staged a fake photo op at the border and was 2 blocks away on 1/6 and claims she has ptsd from it. I think Elon is way above that even considering his childish memes he posts.,2022-04-30 16:09:00+00:00,[]
303,Polish Boro fan #UTB Love Lewandowski 🐐 Polyglot 🇵🇱🇫🇷🇷🇺🇸🇪🇬🇧🇪🇸🇳🇴🇩🇰 Powerlifter,"Gdansk, Poland",0,@tom_muldowney Please dont bring this up. It triggers my PTSD 😭,2022-04-30 16:09:04+00:00,[]
304,Don’t Let Haters Stop U.,The Dark Alleys. ,0,@AughtApocalypse @BCANDS1 It’s every disabled across Canada. We are all on average living 60% below Poverty Level! We were last to receive Covid help in Fact it was overlooked initially! And we were FIRST to be Cut off of Covid Relief. Socialism and Conservatives both Give Zero Fuks…,2022-04-30 16:09:10+00:00,[]
305,"Canadians deserve better leadership than what we have right now, #TrudeauMUSTGo #TrudeauCrimeMinister #TrudeauCorruption, @cdnvet on GETTR","Alberta, Canada",12,"#Ottawa Police displaying C8 assault rifles at a protest is an escalation, not a de-escalation.  Doing it at an event that is made up of Veterans, some who may suffer from PTSD is just stupid and unnecessary.  Shameful conduct that will bring the force into disrepute.",2022-04-30 16:09:13+00:00,['Ottawa']
306,The best time for new begginings is now,,2,Funny that my 2018 bear market PTSD saved me from the 2022 bear market,2022-04-30 16:09:17+00:00,[]
307,"Some say Robin Hood was a thief because he robbed from the rich and gave to the poor. Um, The Rich have been robbing the poor for eons, that's why they are RICH",,0,"I think the latest Mental Health epidemic (pandemic) is Narcissism and other variations of egocentric personality disorders. When are we going to start advocating for resources to combat this issue like we've done for PTSD, PPD, SI, Schiz, BiP, etc. ? #MentalHealthAwareness",2022-04-30 16:09:23+00:00,['MentalHealthAwareness']
308,"Tigray is under siege by the dictator government of ethiopia and Eritrea . international community  Action to break the siege. #Tigraygenocide
#EndTigraysiege.",Addis Abeba,55,"Thousands of #ChildrenOfTigray are suffering from psychological, emotional, &amp; physical trauma from being raped during #TigrayGenocide. They need urgent aid to help with their depression, PTSD, suicide, &amp; panic attacks. @SamanthaJPower @SecBlinken @hrw @SavetheChildren @UN_Women",2022-04-30 16:09:31+00:00,['ChildrenOfTigray']
309,,,0,"@GeoartsPhoto Oh let's don't forget  , she also had a husband who she claimed to gi to college and 10 years of working with ptsd veterans  , her time-line is never-ending .",2022-04-30 16:09:58+00:00,[]
310,,GAINZville 👉,0,"Yeah I suffer from PTSD

“P*nis Too Substantial Disorder”",2022-04-30 16:10:12+00:00,[]
311,average game and anime enjoyer | cyro nxy @ faerie,THEY/THEM♡22♡︎ANIMExGAMES,0,everytime i queue into levelling as whm i pray its not stone virgil... the ptsd...,2022-04-30 16:10:17+00:00,[]
312,"Pansexual Non-binary Unicorn 🦄🌈
Be who you want to be, it's a free world!
Pronouns: breh/neigh
#TransRights
No unicornphobia or hate here please ❤",,0,"@womenwontwhesht Oh there are so many ways a person could. In my case my past sexual abuse drove me into depression, PTSD, and then made me want to be as far away from being a girl as possible as I associated it with being prey. But there's also a growing social contagion and you'll see groups of",2022-04-30 16:10:46+00:00,[]
313,"Paracord Bracelet Maker. Artist. #ARMY #VETERAN #ITSOKNOTTOBEOK
https://t.co/Qt63BBKFyv",( Scotland UK ) ,2,"@MarkPatriotCop 
I Would appreciate a RT to help me push my story.
The physical War may be over but the mental scars still remain.

Please help a small donation would go a long long way
https://t.co/hFFntzmEJp

#Army #veteran #PTSD #mentalhealth #itsoknottobeok",2022-04-30 16:10:53+00:00,"['Army', 'veteran', 'PTSD', 'mentalhealth', 'itsoknottobeok']"
314,"Anti-Woke & Anti-War 🌺Progressive
#FreeAssange #M4A #Legalizeshrooms #Fightfor20 #Endthewars #GND
Brian Stelter is only 36 years old not 67
Sh1tlibs gtfo",Upstate New York,0,"@wadehwallace @Anandor_CH @lynnkayefisher @lopezlinette @elonmusk AOC simps will do anything for her despite her funding the iron dome, faking a photo op at the border, and claiming ptsd while being 2 blocks away on 1/6",2022-04-30 16:10:57+00:00,[]
315,Don’t Let Haters Stop U.,The Dark Alleys. ,0,@BCANDS1 @AughtApocalypse That’s right!!! FINALLY!!! We can do.  That’s the answer people! What can we do? Stop thinking and waiting on Goverment to improve our community’s. Step up make a few sandwiches? Hand them to sone homeless? Got any extra clothes? Give them to homeless? We can do this. https://t.co/3tvvgt2gLn,2022-04-30 16:11:12+00:00,[]
316,"Paracord Bracelet Maker. Artist. #ARMY #VETERAN #ITSOKNOTTOBEOK
https://t.co/Qt63BBKFyv",( Scotland UK ) ,1,"@MarkPatriotCop 
🔵THIN BLUE LINE PARACORD BRACELETS🔵
#Police #ThinBlueLine 
Each bracelet is custom made to order 
handmade by myself #Army #Veteran who suffers from #PTSD 
If anyone is interested please contact me for details. https://t.co/acF64UTEJY",2022-04-30 16:11:22+00:00,"['Police', 'ThinBlueLine', 'Army', 'Veteran', 'PTSD']"
317,🍀إن كان الله لك من هو ضدك. 💚العيش هو معرفة أنك ستموت,Planet Earth,0,I remember my parents arguing in the car and us 3 in the back and my dad gets out &amp; starts 2 walk and my mom tells him 2 get back in and he yanked the car door handle off🤯😭🥺💘 #ptsd,2022-04-30 16:11:25+00:00,['ptsd']
318,this is your captain speaking: @vodogreyka,,0,breaking news: thomas armitage is cancelled for crimes against PTSD.,2022-04-30 16:11:44+00:00,[]
319,,United Kingdom,0,@pc_ptsd Best not use the threat of prison or a young offenders institution for fear of upsetting anyone...... https://t.co/NT4pq6Brhb,2022-04-30 16:12:02+00:00,[]
320,🇹🇹 || main: @ashakiiii,Trinidad and Tobago,37,"Anytime my messages don’t deliver I think I’m blocked, I got PTSD 😭😂",2022-04-30 16:12:30+00:00,[]
321,#atheist #LGBT rights and I like to get high we have it legal,In my dungeon,0,"I might be going to the Marijuana dispensary again tonight, my gummies are going fast.  I do wish it was less expensive, getting high helps my PTSD",2022-04-30 16:12:41+00:00,[]
322,"Hate the world, war, human right, corruption at the top. Scottish girl",Scotland uk,0,@Lewisiom Its seems like this relationship has been a transaction. I feel sorry for Johnny. What a woman she probably gave ptsd.,2022-04-30 16:13:03+00:00,[]
323,Pink faced man. Still on pens. UTV 🦁,,0,"@notorious_ish @AmberRoseGill You just gave me the haunting image of 2 girls 1 cup again after all these years. PTSD going to kick in, thanks! 😂",2022-04-30 16:13:12+00:00,[]
324,welcome to die! 🧍‍♂️ he/they | 24 | emma frost stan,,0,"Filed under ‘S. Summers PTSD Real’ and then again under ‘scottism summers: PROOF’ ….. I know him, he told me these diagnoses himself",2022-04-30 16:13:18+00:00,[]
325,Trekker,,0,@UnkleHack69 🤣🤣🤣 PTSD for Libtards🤣🤣🤣 https://t.co/Wz2IiZBr1x,2022-04-30 16:13:29+00:00,[]
326,"Photographer exploring nostalgia, melancholy, and memories. Joy smells like new books, freshly brewed black coffee, and petrichor.",in my head,0,"8 years later, still have enough PTSD to make me cry hysterically when I sprained my ankle 2 weeks ago, thinking I’d broken more bones. I can stand on both feet now and walk a few meters unassisted. Grateful my bones are intact and the 2 weeks flew by. 🤍✨ All is well.",2022-04-30 16:13:29+00:00,[]
327,Goonies never say die !,Hobbiton,256,"Very informative tiktok for those asking why Amber Heard had to sit for a mental evaluation but Johnny Depp didn’t. 

It’s because Heard claimed PTSD from the relationship and therefore put her mental health at issue. 

She opened that door. 

#DeppHeardTrial https://t.co/QKuHF9Xwr4",2022-04-30 16:13:31+00:00,[]
328,Aspiring single tasker,"California, USA",5,".@JBergendorff of @SVTNyheter in Sweden explores the potential of #MDMA-assisted therapy in treating PTSD, the personal experience of an individual who received such treatment, and the possibility of regulatory approvals in the U.S. and Europe. https://t.co/dnmaOq3j8Q",2022-04-30 16:13:34+00:00,['MDMA']
